"Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","source","Outlet_Years","Item_Type_New"
"FDS31",13.1,"Regular",0.044155597,"Fruits and Vegetables",178.8318,"OUT013",1987,"High","Tier 3","Supermarket Type1",3969.4996,"train",26,"Food"
"FDI32",17.7,"Low Fat",0.291865402,"Fruits and Vegetables",115.1834,"OUT010",1998,"Small","Tier 3","Grocery Store",345.5502,"train",15,"Food"
"FDR47",17.85,"Low Fat",0.0854,"Breads",196.5794,"OUT010",1998,"Small","Tier 3","Grocery Store",585.2382,"train",15,"Food"
"FDB35",12.3,"Regular",0.064750025,"Starchy Foods",92.6804,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1010.6844,"train",11,"Food"
"NCU05",11.8,"Low Fat",0.098312421,"Health and Hygiene",81.4618,"OUT010",1998,"Small","Tier 3","Grocery Store",161.1236,"train",15,"Non-Consumable"
"DRY23",9.395,"Regular",0.191013663,"Soft Drinks",42.1112,"OUT019",1985,"Small","Tier 1","Grocery Store",42.6112,"train",28,"Drinks"
"FDO24",11.1,"Low Fat",0.176573035,"Baking Goods",157.4604,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3010.7476,"train",11,"Food"
"FDQ28",14,"Regular",0.060134441,"Frozen Foods",153.0656,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6024.1584,"train",28,"Food"
"FDV39",11.3,"Low Fat",0.007294652,"Meat",198.1426,"OUT045",2002,"Small","Tier 2","Supermarket Type1",988.713,"train",11,"Food"
"NCO17",10,"Low Fat",0.128478462,"Health and Hygiene",117.944,"OUT019",1985,"Small","Tier 1","Grocery Store",239.688,"train",28,"Non-Consumable"
"FDU50",5.75,"Regular",0.075107656,"Dairy",112.8176,"OUT013",1987,"High","Tier 3","Supermarket Type1",1374.2112,"train",26,"Food"
"FDT12",6.215,"Regular",0.049381406,"Baking Goods",226.8062,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4739.8302,"train",28,"Food"
"FDK58",11.35,"Regular",0.045165796,"Snack Foods",100.0016,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1012.016,"train",4,"Food"
"FDO08",11.1,"Regular",0.09415375,"Fruits and Vegetables",165.7526,"OUT019",1985,"Small","Tier 1","Grocery Store",657.8104,"train",28,"Food"
"NCW29",14,"Low Fat",0.028907832,"Health and Hygiene",130.431,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",778.986,"train",14,"Non-Consumable"
"FDE04",19.75,"Regular",0.018059621,"Frozen Foods",179.766,"OUT045",2002,"Small","Tier 2","Supermarket Type1",2336.958,"train",11,"Food"
"NCB19",6.525,"Low Fat",0.090436094,"Household",85.0882,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2233.0932,"train",14,"Non-Consumable"
"FDV15",10.3,"Low Fat",0.146399712,"Meat",103.9648,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1661.8368,"train",14,"Food"
"FDL58",5.78,"Regular",0.074264356,"Snack Foods",264.7568,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4745.8224,"train",14,"Food"
"FDA08",11.85,"Regular",0.050186726,"Fruits and Vegetables",164.1526,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3124.5994,"train",11,"Food"
"FDT43",16.35,"Low Fat",0.020631654,"Fruits and Vegetables",50.1324,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",467.3916,"train",4,"Food"
"NCX06",17.6,"Low Fat",0.01561108,"Household",182.5976,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5070.7328,"train",28,"Non-Consumable"
"FDT20",10.5,"Low Fat",0.041395445,"Fruits and Vegetables",37.6164,"OUT046",1997,"Small","Tier 1","Supermarket Type1",540.6296,"train",16,"Food"
"FDB41",19,"Regular",0.097313129,"Frozen Foods",48.0718,"OUT046",1997,"Small","Tier 1","Supermarket Type1",992.7078,"train",16,"Food"
"NCN55",14.6,"Low Fat",0.059582996,"Others",238.8538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",6008.845,"train",14,"Non-Consumable"
"FDE40",15.6,"Regular",0.098663652,"Dairy",62.9194,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2105.2596,"train",28,"Food"
"FDX49",4.615,"Regular",0.101338651,"Canned",232.63,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5359.69,"train",28,"Food"
"NCM53",18.75,"Low Fat",0.052146456,"Health and Hygiene",104.628,"OUT045",2002,"Small","Tier 2","Supermarket Type1",745.696,"train",11,"Non-Consumable"
"FDE36",5.26,"Regular",0.041764487,"Baking Goods",161.8868,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3275.736,"train",9,"Food"
"FDN57",18.25,"Low Fat",0.054344186,"Snack Foods",140.2154,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1701.7848,"train",11,"Food"
"FDI24",10.3,"Low Fat",0.078362484,"Baking Goods",177.937,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6704.606,"train",28,"Food"
"FDI19",15.1,"Low Fat",0.052339069,"Meat",242.7512,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4119.9704,"train",16,"Food"
"FDF24",15.5,"Regular",0.042464962,"Baking Goods",81.5934,"OUT010",1998,"Small","Tier 3","Grocery Store",327.5736,"train",15,"Food"
"FDG52",13.65,"Low Fat",0.065732883,"Frozen Foods",45.7402,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",780.9834,"train",14,"Food"
"DRF36",16.1,"Low Fat",0.023625114,"Soft Drinks",189.3846,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3630.6074,"train",11,"Drinks"
"FDS45",5.175,"Regular",0.051643608,"Snack Foods",107.3622,"OUT019",1985,"Small","Tier 1","Grocery Store",317.5866,"train",28,"Food"
"FDX40",12.85,"Low Fat",0.165694219,"Frozen Foods",39.7164,"OUT010",1998,"Small","Tier 3","Grocery Store",231.6984,"train",15,"Food"
"DRK12",9.5,"Low Fat",0.041878397,"Soft Drinks",32.99,"OUT035",2004,"Small","Tier 2","Supermarket Type1",133.16,"train",9,"Drinks"
"DRC27",13.8,"Low Fat",0.058091482,"Dairy",245.1802,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5650.6446,"train",9,"Drinks"
"FDL58",5.78,"Regular",0.0773,"Snack Foods",263.7568,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2636.568,"train",6,"Food"
"NCD30",19.7,"Low Fat",0.026903714,"Household",96.0726,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1272.3438,"train",11,"Non-Consumable"
"NCZ54",14.65,"Low Fat",0.0813,"Household",161.5552,"OUT010",1998,"Small","Tier 3","Grocery Store",324.9104,"train",15,"Non-Consumable"
"FDE10",6.67,"Regular",0.150554711,"Snack Foods",130.0626,"OUT010",1998,"Small","Tier 3","Grocery Store",131.1626,"train",15,"Food"
"FDR44",6.11,"Regular",0.0916,"Fruits and Vegetables",131.2968,"OUT010",1998,"Small","Tier 3","Grocery Store",260.9936,"train",15,"Food"
"FDP28",13.65,"Regular",0.134975628,"Frozen Foods",260.0936,"OUT010",1998,"Small","Tier 3","Grocery Store",260.9936,"train",15,"Food"
"FDX15",17.2,"Low Fat",0.15616879,"Meat",160.6578,"OUT013",1987,"High","Tier 3","Supermarket Type1",3690.5294,"train",26,"Food"
"FDA39",6.32,"Low Fat",0.011,"Meat",40.2822,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1139.1838,"train",9,"Food"
"FDY24",4.88,"Regular",0.133700752,"Baking Goods",52.9298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1995.4026,"train",14,"Food"
"FDC60",5.425,"Regular",0.115119905,"Baking Goods",88.3514,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1416.8224,"train",6,"Food"
"FDH28",15.85,"Regular",0.110030997,"Frozen Foods",37.2506,"OUT046",1997,"Small","Tier 1","Supermarket Type1",265.6542,"train",16,"Food"
"FDT25",7.5,"Low Fat",0.051038045,"Canned",121.7072,"OUT017",2007,"Small","Tier 2","Supermarket Type1",3552.7088,"train",6,"Food"
"DRJ13",12.65,"Low Fat",0.062837968,"Soft Drinks",161.5578,"OUT013",1987,"High","Tier 3","Supermarket Type1",2406.867,"train",26,"Drinks"
"NCO07",9.06,"Low Fat",0.017116983,"Others",211.956,"OUT019",1985,"Small","Tier 1","Grocery Store",213.056,"train",28,"Non-Consumable"
"FDW20",20.75,"Low Fat",0.024129332,"Fruits and Vegetables",124.173,"OUT013",1987,"High","Tier 3","Supermarket Type1",2956.152,"train",26,"Food"
"DRF27",8.93,"Low Fat",0.049754975,"Dairy",152.134,"OUT019",1985,"Small","Tier 1","Grocery Store",153.134,"train",28,"Drinks"
"FDS49",9,"Low Fat",0.0772,"Canned",79.7644,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1649.8524,"train",9,"Food"
"FDX25",16.7,"Low Fat",0.101561568,"Canned",181.9292,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3101.2964,"train",28,"Food"
"NCX42",6.36,"Low Fat",0.005949644,"Household",165.6526,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4769.1254,"train",28,"Non-Consumable"
"FDG33",5.365,"Regular",0.13956116,"Seafood",170.4764,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3435.528,"train",28,"Food"
"FDL56",14.1,"Low Fat",0.126035694,"Fruits and Vegetables",86.4198,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1133.8574,"train",11,"Food"
"FDF14",7.55,"Low Fat",0.027164679,"Canned",152.334,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2603.278,"train",9,"Food"
"NCD06",13,"Low Fat",0.099325278,"Household",45.406,"OUT046",1997,"Small","Tier 1","Supermarket Type1",605.878,"train",16,"Non-Consumable"
"DRM47",9.3,"Low Fat",0.04357366,"Hard Drinks",192.8846,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2293.0152,"train",28,"Drinks"
"FDS46",17.6,"Regular",0.082741482,"Snack Foods",118.7782,"OUT019",1985,"Small","Tier 1","Grocery Store",119.1782,"train",28,"Food"
"FDB35",12.3,"Regular",0.064565202,"Starchy Foods",92.9804,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884,"train",26,"Food"
"FDX21",7.05,"Low Fat",0.084554569,"Snack Foods",109.8912,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2074.6328,"train",28,"Food"
"NCU05",11.8,"Low Fat",0.058451805,"Health and Hygiene",79.9618,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",241.6854,"train",28,"Non-Consumable"
"NCR38",17.25,"Low Fat",0.113748685,"Household",251.3724,"OUT045",2002,"Small","Tier 2","Supermarket Type1",6795.1548,"train",11,"Non-Consumable"
"NCR18",15.85,"Low Fat",0.020603511,"Household",42.7112,"OUT017",2007,"Small","Tier 2","Supermarket Type1",639.168,"train",6,"Non-Consumable"
"NCU41",18.85,"Low Fat",0.052044976,"Health and Hygiene",192.1846,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3248.4382,"train",9,"Non-Consumable"
"FDY56",16.35,"Regular",0.062764429,"Fruits and Vegetables",227.6062,"OUT017",2007,"Small","Tier 2","Supermarket Type1",7222.5984,"train",6,"Food"
"DRJ51",14.1,"Low Fat",0.087977262,"Dairy",229.0668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3225.1352,"train",9,"Drinks"
"FDK21",7.905,"Low Fat",0.010010425,"Snack Foods",249.0408,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3755.112,"train",9,"Food"
"FDY25",12,"Low Fat",0.033946163,"Canned",179.3976,"OUT013",1987,"High","Tier 3","Supermarket Type1",3440.8544,"train",26,"Food"
"FDU44",12.15,"Regular",0.058414678,"Fruits and Vegetables",163.4552,"OUT035",2004,"Small","Tier 2","Supermarket Type1",974.7312,"train",9,"Food"
"FDL43",10.1,"Low Fat",0.027106459,"Meat",75.367,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",535.969,"train",14,"Food"
"FDF05",17.5,"Low Fat",0.027022883,"Frozen Foods",262.491,"OUT017",2007,"Small","Tier 2","Supermarket Type1",5259.82,"train",6,"Food"
"DRF15",18.35,"Low Fat",0.058153409,"Dairy",152.034,"OUT019",1985,"Small","Tier 1","Grocery Store",306.268,"train",28,"Drinks"
"FDL20",17.1,"Low Fat",0.128937661,"Fruits and Vegetables",112.3886,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1779.0176,"train",4,"Food"
"FDV32",7.785,"Low Fat",0.088846306,"Fruits and Vegetables",61.451,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",759.012,"train",14,"Food"
"FDJ34",11.8,"Regular",0.09357779,"Snack Foods",125.9704,"OUT013",1987,"High","Tier 3","Supermarket Type1",1877.556,"train",26,"Food"
"FDG08",13.15,"Regular",0.165694678,"Fruits and Vegetables",171.8764,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3779.0808,"train",11,"Food"
"FDQ04",6.4,"Low Fat",0.148392623,"Frozen Foods",41.5796,"OUT019",1985,"Small","Tier 1","Grocery Store",41.2796,"train",28,"Food"
"FDW13",8.5,"Low Fat",0.098438394,"Canned",51.1324,"OUT017",2007,"Small","Tier 2","Supermarket Type1",259.662,"train",6,"Food"
"NCI17",8.645,"Low Fat",0.143303291,"Health and Hygiene",96.341,"OUT013",1987,"High","Tier 3","Supermarket Type1",193.082,"train",26,"Non-Consumable"
"FDY03",17.6,"Regular",0.076276208,"Meat",110.9202,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1687.803,"train",11,"Food"
"FDS12",9.1,"Low Fat",0.175103435,"Baking Goods",127.5362,"OUT017",2007,"Small","Tier 2","Supermarket Type1",4655.9394,"train",6,"Food"
"FDJ55",12.8,"Regular",0.023511371,"Meat",225.9404,"OUT013",1987,"High","Tier 3","Supermarket Type1",4950.8888,"train",26,"Food"
"DRK01",7.63,"Low Fat",0.06105276,"Soft Drinks",95.4436,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1418.154,"train",9,"Drinks"
"FDG28",9.285,"Regular",0.049559042,"Frozen Foods",246.4144,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1225.072,"train",6,"Food"
"FDY38",13.6,"Regular",0.119418124,"Dairy",231.03,"OUT045",2002,"Small","Tier 2","Supermarket Type1",5359.69,"train",11,"Food"
"FDN01",8.895,"Low Fat",0.072545601,"Breakfast",176.237,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1764.37,"train",11,"Food"
"NCR54",16.35,"Low Fat",0.090486828,"Household",195.211,"OUT013",1987,"High","Tier 3","Supermarket Type1",2553.343,"train",26,"Non-Consumable"
"FDG29",17.6,"Low Fat",0.056245075,"Frozen Foods",43.3454,"OUT013",1987,"High","Tier 3","Supermarket Type1",1006.6896,"train",26,"Food"
"FDG24",7.975,"Low Fat",0.014618973,"Baking Goods",85.225,"OUT013",1987,"High","Tier 3","Supermarket Type1",1081.925,"train",26,"Food"
"FDG59",15.85,"Low Fat",0.043479126,"Starchy Foods",36.7164,"OUT017",2007,"Small","Tier 2","Supermarket Type1",308.9312,"train",6,"Food"
"FDM28",15.7,"Low Fat",0.045166237,"Frozen Foods",178.666,"OUT013",1987,"High","Tier 3","Supermarket Type1",2516.724,"train",26,"Food"
"FDW04",8.985,"Regular",0.057827101,"Frozen Foods",128.831,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1428.141,"train",16,"Food"
"FDS26",20.35,"Low Fat",0.089394766,"Dairy",260.1594,"OUT013",1987,"High","Tier 3","Supermarket Type1",2093.2752,"train",26,"Food"
"FDQ56",6.59,"Low Fat",0.10550944,"Fruits and Vegetables",85.6908,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884,"train",26,"Food"
"FDK51",19.85,"Low Fat",0.005234153,"Dairy",264.0884,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5829.7448,"train",9,"Food"
"FDL22",16.85,"Low Fat",0.036390174,"Snack Foods",91.4488,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2082.6224,"train",16,"Food"
"FDH19",19.35,"Low Fat",0.03292824,"Meat",173.1738,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7298.4996,"train",28,"Food"
"FDY55",16.75,"Low Fat",0.081252534,"Fruits and Vegetables",256.4988,"OUT013",1987,"High","Tier 3","Supermarket Type1",7452.9652,"train",26,"Food"
"FDY03",17.6,"Regular",0.076552407,"Meat",110.5202,"OUT017",2007,"Small","Tier 2","Supermarket Type1",450.0808,"train",6,"Food"
"FDK21",7.905,"Low Fat",0.016758569,"Snack Foods",250.4408,"OUT010",1998,"Small","Tier 3","Grocery Store",500.6816,"train",15,"Food"
"FDZ10",17.85,"Low Fat",0.044248175,"Snack Foods",126.202,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3668.558,"train",28,"Food"
"FDZ32",7.785,"Regular",0.038288087,"Fruits and Vegetables",103.1964,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",736.3748,"train",4,"Food"
"NCZ18",7.825,"Low Fat",0.186032678,"Household",253.0698,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6088.0752,"train",9,"Non-Consumable"
"NCF07",9,"Low Fat",0.031867464,"Household",101.0016,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2125.2336,"train",28,"Non-Consumable"
"DRE49",20.75,"Low Fat",0.021370201,"Soft Drinks",153.0024,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2277.036,"train",6,"Drinks"
"FDJ08",11.1,"Low Fat",0.193772568,"Fruits and Vegetables",190.3846,"OUT019",1985,"Small","Tier 1","Grocery Store",573.2538,"train",28,"Food"
"FDT39",6.26,"Regular",0.009866049,"Meat",151.1366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2267.049,"train",9,"Food"
"FDE08",18.2,"Low Fat",0.082551042,"Fruits and Vegetables",147.3734,"OUT010",1998,"Small","Tier 3","Grocery Store",296.9468,"train",15,"Food"
"NCD06",13,"Low Fat",0.099729888,"Household",46.306,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",559.272,"train",4,"Non-Consumable"
"FDB57",20.25,"Regular",0.018801549,"Fruits and Vegetables",222.1772,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5559.43,"train",9,"Food"
"NCT54",8.695,"Low Fat",0.119721451,"Household",95.5094,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1237.7222,"train",14,"Non-Consumable"
"DRF49",7.27,"Low Fat",0.071222087,"Soft Drinks",113.5518,"OUT045",2002,"Small","Tier 2","Supermarket Type1",569.259,"train",11,"Drinks"
"FDM25",10.695,"Regular",0.060371962,"Breakfast",174.0712,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3866.9664,"train",28,"Food"
"FDF20",12.85,"Low Fat",0.033287541,"Fruits and Vegetables",198.4768,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1379.5376,"train",11,"Food"
"FDH27",7.075,"Low Fat",0.05858462,"Dairy",142.7128,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1869.5664,"train",4,"Food"
"FDV60",20.2,"Regular",0.11679292,"Baking Goods",196.211,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5499.508,"train",28,"Food"
"FDY59",8.195,"Low Fat",0.031452265,"Baking Goods",94.3462,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",925.462,"train",14,"Food"
"FDK36",7.09,"Low Fat",0.00721395,"Baking Goods",47.9034,"OUT035",2004,"Small","Tier 2","Supermarket Type1",583.2408,"train",9,"Food"
"NCM31",6.095,"Low Fat",0.081196619,"Others",141.4154,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1418.154,"train",16,"Non-Consumable"
"FDE33",19.35,"Regular",0.049916364,"Fruits and Vegetables",80.2644,"OUT017",2007,"Small","Tier 2","Supermarket Type1",942.7728,"train",6,"Food"
"FDU36",6.15,"Low Fat",0.04627095,"Baking Goods",99.3384,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2364.9216,"train",16,"Food"
"FDV13",17.35,"Regular",0.02747716,"Canned",87.9856,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3251.7672,"train",28,"Food"
"FDV20",20.2,"Regular",0.104704537,"Fruits and Vegetables",125.2678,"OUT019",1985,"Small","Tier 1","Grocery Store",254.3356,"train",28,"Food"
"NCQ54",17.7,"Low Fat",0.012540003,"Household",167.0474,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5895.659,"train",9,"Non-Consumable"
"FDO23",17.85,"Low Fat",0.147023834,"Breads",93.7436,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1134.5232,"train",4,"Food"
"DRE60",9.395,"Low Fat",0.159657596,"Soft Drinks",224.972,"OUT045",2002,"Small","Tier 2","Supermarket Type1",7696.648,"train",11,"Drinks"
"DRP47",15.75,"Low Fat",0.141398626,"Hard Drinks",250.5382,"OUT017",2007,"Small","Tier 2","Supermarket Type1",2775.7202,"train",6,"Drinks"
"FDB21",7.475,"Low Fat",0.148821808,"Fruits and Vegetables",241.2854,"OUT045",2002,"Small","Tier 2","Supermarket Type1",5317.0788,"train",11,"Food"
"FDR04",7.075,"Low Fat",0.0218,"Frozen Foods",98.0068,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",874.8612,"train",4,"Food"
"FDX23",6.445,"Low Fat",0.029691762,"Baking Goods",92.6436,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1039.9796,"train",16,"Food"
"FDX19",19.1,"Low Fat",0.096715523,"Fruits and Vegetables",235.0958,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3038.0454,"train",9,"Food"
"FDD40",20.25,"Regular",0.014790559,"Dairy",193.6162,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3848.324,"train",9,"Food"
"FDA01",15,"Regular",0.054378253,"Canned",59.1904,"OUT046",1997,"Small","Tier 1","Supermarket Type1",527.3136,"train",16,"Food"
"FDS33",6.67,"Regular",0.123428594,"Snack Foods",89.1514,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2390.8878,"train",16,"Food"
"FDM50",13,"Regular",0.029943463,"Canned",60.222,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1677.816,"train",28,"Food"
"FDB29",16.7,"Regular",0.052368061,"Frozen Foods",112.7176,"OUT013",1987,"High","Tier 3","Supermarket Type1",801.6232,"train",26,"Food"
"FDF46",7.07,"Low Fat",0.093861144,"Snack Foods",115.5834,"OUT045",2002,"Small","Tier 2","Supermarket Type1",1267.0174,"train",11,"Food"
"FDA33",6.48,"Low Fat",0.033968647,"Snack Foods",148.0076,"OUT045",2002,"Small","Tier 2","Supermarket Type1",886.8456,"train",11,"Food"
"FDC08",19,"Regular",0.173154079,"Fruits and Vegetables",228.272,"OUT010",1998,"Small","Tier 3","Grocery Store",452.744,"train",15,"Food"
"FDB53",13.35,"Low Fat",0.139735226,"Frozen Foods",147.5392,"OUT045",2002,"Small","Tier 2","Supermarket Type1",3877.6192,"train",11,"Food"
"FDY31",5.98,"Low Fat",0.043351896,"Fruits and Vegetables",146.6418,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4414.254,"train",28,"Food"
"DRQ35",9.3,"Low Fat",0.042086652,"Hard Drinks",122.4388,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5448.9072,"train",28,"Drinks"
"FDX36",9.695,"Regular",0.12848269,"Baking Goods",223.9404,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4950.8888,"train",14,"Food"
"DRD13",15,"Low Fat",0.049357077,"Soft Drinks",62.6168,"OUT017",2007,"Small","Tier 2","Supermarket Type1",958.752,"train",6,"Drinks"
"FDC52",11.15,"Regular",0.008326735,"Dairy",149.9708,"OUT017",2007,"Small","Tier 2","Supermarket Type1",1956.1204,"train",6,"Food"
"FDB45",20.85,"Low Fat",0.021362955,"Fruits and Vegetables",103.2306,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2404.2038,"train",14,"Food"
